Source,Filename,Bedreiging,Categorie,Citaat,Topic,TopicName
open_overheid,70,De normalisering van racistisch gedachtengoed is onacceptabel.,Sociaal & Maatschappelijk,het is onacceptabel als getracht wordt om een racistisch gedachtengoed te normaliseren.,7,Jihadistische Dreiging
open_overheid,70,Het ontbreken van online monitoring beperkt de analyse van rechts-extremistische reacties.,Technologisch & digitaal,de NCTV sterk beperkt is in de uitvoering van zijn taken omdat er geen gebruik gemaakt kan worden van online monitoring van open bronnen.,42,Beperkingen
open_overheid,71,Gebruik van CBRN-middelen door niet-statelijke actoren.,Geopolitiek & militair,de dreiging van het gebruik van CBRN middelen door nietstatelijke actoren.,7,Jihadistische Dreiging
open_overheid,71,Dreiging van aanslagen met chemische wapens.,Geopolitiek & militair,"de dreiging van chemisch terrorisme, dat wil zeggen een terroristische aanslag met een chemisch wapen of met een als wapen gebruikte toxische chemische stof.",7,Jihadistische Dreiging
open_overheid,71,Proliferatie van massavernietigingswapens naar niet-statelijke actoren.,Geopolitiek & militair,de proliferatie van massavernietigingswapens en hun overbrengingsmiddelen naar niet-statelijke actoren aan als een bedreiging voor de internationale vrede en veiligheid.,7,Jihadistische Dreiging
open_overheid,71,Nucleair en radiologisch materiaal kan in handen vallen van kwaadwillende niet-statelijke actoren.,Geopolitiek & militair,is het niet uit te sluiten dat nucleair en radiologisch materiaal in handen valt van kwaadwillende niet-statelijke actoren.,7,Jihadistische Dreiging
open_overheid,71,Terroristen kunnen nucleaire installaties saboteren om radioactief materiaal te verspreiden.,Geopolitiek & militair,Daarnaast zou een terrorist een nucleaire installatie kunnen saboteren om radioactief materiaal te verspreiden.,7,Jihadistische Dreiging
open_overheid,71,Terroristen kunnen radioactieve bronnen gebruiken om een vuile bom te produceren.,Geopolitiek & militair,Een ander potentieel risico is dat terroristen gebruik zullen maken van een radioactieve bron om een zogeheten vuile bom te produceren.,7,Jihadistische Dreiging
open_overheid,71,Juridische lacunes in de bestrijding van chemisch en biologisch terrorisme.,Geopolitiek & militair,Het is echter twijfelachtig of er wel een juridische lacune is en of een nieuw verdrag inderdaad de beste manier is om de dreiging aan te pakken.,37,Beveiliging
open_overheid,71,Synthetische biologie maakt het eenvoudiger om biologische agentia te modificeren.,Technologisch & digitaal,"Nieuwe technieken maken het eenvoudiger om biologische agentia genetisch te modificeren, en pathogene eigenschappen te versterken.",3,Voedingswaarde Algen
open_overheid,71,De ontwikkeling van technieken zoals gene-drive en gain-of-function onderzoek kan het voor kwaadwillenden eenvoudiger maken om biologische wapens te ontwikkelen.,Gezondheid,"Deze drempelverlagende technieken vormen een mogelijk gevaar voor de veiligheid, omdat het hiermee voor kwaadwillenden eenvoudiger wordt een biologisch wapen te ontwikkelen.",9,Buitenlandse Risico's
open_overheid,71,Het voorkomen van nucleair en radiologisch terrorisme is een topprioriteit voor Nederland.,Geopolitiek & militair,Het voorkomen van nucleair en radiologisch terrorisme is voor Nederland een topprioriteit binnen de relevante internationale fora.,7,Jihadistische Dreiging
open_overheid,72,Doodsbedreigingen vanuit islamitische hoek.,Sociaal & Maatschappelijk,"de vele doodsbedreigingen uit 2022 uit islamitische hoek na de aanslag op Salman Rushdie in de VS, waarin gesteld werd dat ik de volgende ben",7,Jihadistische Dreiging
open_overheid,72,Fatwa's die oproepen tot moord op individuen.,Sociaal & Maatschappelijk,de over mij uitgesproken fatwa uit 2018 uit Pakistan waarin opgeroepen werd mij te vermoorden,7,Jihadistische Dreiging
open_overheid,73,Illegaal vuurwerk,Sociaal & Maatschappelijk,Toename gebruik zwaar vuurwerk,25,Luchtvervuiling
open_overheid,73,Fraude,Economisch,Hoge kosten mestafzet geeft sterke fraudeprikkel.,37,Beveiliging
open_overheid,73,Illegale handel in gewasbeschermingsmiddelen en broeikasgassen,Ecologisch,Aanpak stikstofcrisis vraagt ook om aanpak gewasbeschermingsmiddelen.,25,Luchtvervuiling
open_overheid,73,Afvalcriminaliteit en fraude met chemische stoffen,Ecologisch,Fraude met afval in veel verschijningsvormen met zeer ernstige milieugevolgen.,36,Conflict
open_overheid,73,Blijvende gezondheidsschade voor mensen,Gezondheid,Blijvende gezondheidsschade voor mensen die er mee in aanraking komen.,25,Luchtvervuiling
open_overheid,74,Ex-moslims in Nederland worden bedreigd vanwege hun geloofsovertuiging.,Sociaal & Maatschappelijk,“Moslim die christen wordt leeft in angst”,7,Jihadistische Dreiging
open_overheid,74,De situatie van ex-moslims in asielzoekerscentra is bedreigend.,Sociaal & Maatschappelijk,Hoe beoordeelt u de bedreigende situatie waarin ex-moslims leven in asielzoekerscentra?,7,Jihadistische Dreiging
open_overheid,74,Er is een gebrek aan veilige opvang voor bedreigde ex-moslims.,Sociaal & Maatschappelijk,Welke mogelijkheden ziet u om zogenaamde safehouse in te stellen voor ex-moslims die bedreigt worden en daarvan aangifte hebben gedaan?,7,Jihadistische Dreiging
open_overheid,74,Ex-moslims kunnen niet anoniem aangifte doen van bedreigingen.,Sociaal & Maatschappelijk,Bent u bereid om het mogelijk te maken dat ex-moslims van bedreiging anoniem aangifte kunnen doen?,7,Jihadistische Dreiging
open_overheid,74,Er is onvoldoende aandacht voor de vrijheid van godsdienst bij inburgering.,Sociaal & Maatschappelijk,Bent u bereid bij inburgering extra te wijzen op de vrijheid van godsdienst en de afwijzing van bedreiging en geweld wanneer mensen zich tot een andere geloofsovertuiging bekeren?,28,Beleidsveronderstellingen
open_overheid,76,Joodse studenten ervaren bedreigingen door antisemitisme op de universiteit.,Sociaal & Maatschappelijk,Rabiate Israëlhaat aan Universiteit Leiden bedreiging voor Joodse studenten,7,Jihadistische Dreiging
open_overheid,76,Pro-BDS uitingen van docenten beïnvloeden de academische vrijheid.,Sociaal & Maatschappelijk,docenten aan deze instelling zich pro-BDS uiten naar studenten toe,7,Jihadistische Dreiging
open_overheid,76,Financiering van BDS-verenigingen door universiteiten ondermijnt overheidsbeleid.,Economisch,een universiteit direct of indirect een vereniging financiert die BDS propageert,7,Jihadistische Dreiging
open_overheid,77,Radicalisering van individuen in Nederland.,Sociaal & Maatschappelijk,Er zijn op dit moment in Nederland personen die radicaliseren of sterk geradicaliseerd zijn en een dreiging (kunnen) vormen voor de nationale veiligheid.,7,Jihadistische Dreiging
open_overheid,77,Jihadistische beweging in Nederland.,Geopolitiek & militair,De jihadistische dreiging tegen Nederland blijft onveranderd in stand en wordt in Nederland nog steeds als de grootste terroristische dreiging beschouwd.,7,Jihadistische Dreiging
open_overheid,77,Alleenhandelende jihadistische daders.,Geopolitiek & militair,Op dit moment is jihadistisch geweld door alleenhandelende daders of kleine groepen in Nederland het meest voorstelbaar.,7,Jihadistische Dreiging
open_overheid,77,Terugkeer van jihadistische gedetineerden.,Geopolitiek & militair,Verschillende jihadistische gedetineerden... komen naar verwachting volgend jaar in Nederland vrij.,7,Jihadistische Dreiging
open_overheid,77,Rechts-extremistische aanslagen.,Geopolitiek & militair,"De voorstelbaarheid van een terroristische aanslag in Nederland uit rechts-extremistische hoek is vooral gebaseerd op de betrokkenheid van jonge Nederlandse mannen bij internationale, online accelerationistische netwerken.",7,Jihadistische Dreiging
open_overheid,77,Psychosociale problematiek onder jongeren.,Sociaal & Maatschappelijk,Voor wat betreft de Nederlandse deelnemers kan worden geconstateerd dat zij relatief vaak lijken te kampen met psychosociale problematiek en een gebrekkig sociaal vangnet hebben.,11,Ongelijkheid
open_overheid,77,De mogelijkheid van terrorismefinanciering via goede doelen.,Economisch,"Naast financiering ten bate van jihadistische organisaties die actief zijn in het strijdgebied in Syrië en Irak, is in Nederland ook sprake van financiering van andere terroristische organisaties.",7,Jihadistische Dreiging
open_overheid,77,De toename van online accelerationistische netwerken die terroristisch geweld verheerlijken.,Technologisch & digitaal,Het accelerationisme is een rechts-extremistische ideologie die via diverse – voornamelijk besloten – sociale mediaplatformen wordt verspreid.,7,Jihadistische Dreiging
open_overheid,77,De radicalisering van deelnemers aan coronaprotesten.,Sociaal & Maatschappelijk,Maar tegelijkertijd bestaat het risico dat sommigen binnen de radicale onderstroom verder radicaliseren.,7,Jihadistische Dreiging
open_overheid,77,De invloed van salafistische aanjagers op problematisch gedrag.,Sociaal & Maatschappelijk,De aansporingen van aanjagers die kunnen leiden tot problematisch gedrag wel.,7,Jihadistische Dreiging
open_overheid,77,De mogelijkheid van geweld tegen joodse objecten tijdens pro-Palestijnse demonstraties.,Geopolitiek & militair,Met mogelijk joodse objecten als doelwit.,7,Jihadistische Dreiging
open_overheid,77,De verharding van de samenleving door gepolariseerd denken.,Sociaal & Maatschappelijk,Dit werkt verharding in de hand.,45,Polarisatie
open_overheid,80,Digitale bedreigingen aan politici via sociale media.,Sociaal & Maatschappelijk,"Digitale bedreigingen gericht aan politici worden veelal gedaan via sociale media zoals Twitter, Instagram of Facebook.",40,Democratie
open_overheid,80,Moeilijkheden bij het identificeren en vervolgen van verdachten in landen buiten de EU.,Geopolitiek & militair,is de kans om uiteindelijk een concrete verdachte te kunnen identificeren en tot een succesvolle vervolging te kunnen overgaan buitengewoon klein.,37,Beveiliging
open_overheid,80,Beperkingen in rechtshulp en informatieverkrijging bij digitale bedreigingen vanuit landen buiten de EU.,Geopolitiek & militair,de mogelijkheden tot het verkrijgen van rechtshulp en de kans op het succesvol opvragen van informatie zeer beperkt zijn.,37,Beveiliging
open_overheid,82,Terrorisme vormt een bedreiging voor de democratische rechtsorde en open samenleving.,Geopolitiek & militair,Terrorisme en extremisme vormen een bedreiging voor onze democratische rechtsorde en open samenleving.,7,Jihadistische Dreiging
open_overheid,82,Anti-overheidsextremisten richten zich tegen de overheid en andere instituties.,Geopolitiek & militair,"Anti-overheidsextremisten richten zich vanuit een fundamenteel wantrouwen, woede en onrechtvaardigheidsgevoel tegen de overheid en andere instituties.",7,Jihadistische Dreiging
open_overheid,88,De dreiging van uitreizigers en terugkeerders.,Geopolitiek & militair,de dreiging van uitreizigers en terugkeerders,7,Jihadistische Dreiging
open_overheid,88,De geweldsdreiging vanuit lone actors of kleine netwerken in het rechtsextremistische milieu.,Geopolitiek & militair,de geweldsdreiging die vanuit lone actors of kleine netwerken in het rechtsextremistische milieu voorstelbaar is,7,Jihadistische Dreiging
open_overheid,88,De zorgen om kinderen die opgroeien in jihadistische gezinnen.,Sociaal & Maatschappelijk,de zorgen om kinderen die opgroeien in jihadistische gezinnen,7,Jihadistische Dreiging
open_overheid,88,De invloed van salafistische aanjagers via extra curriculair onderwijs.,Sociaal & Maatschappelijk,onder invloed komen van salafistische aanjagers die via extra curriculair onderwijs- en vormingsaanbod bijdragen aan verspreiding van extremistische ideeën,7,Jihadistische Dreiging
open_overheid,89,De kans op een terroristische aanslag in Nederland is reëel.,Geopolitiek & militair,de kans op een aanslag in Nederland reëel is.,7,Jihadistische Dreiging
open_overheid,89,Internationale jihadistische netwerken opereren vanuit Nederland.,Geopolitiek & militair,"internationale jihadistische netwerken, die aanslagen in heel Europa kunnen plegen, inclusief in Nederland zelf.",7,Jihadistische Dreiging
open_overheid,89,Er zijn personen in Nederland die zich bezighouden met jihadistisch-terroristische activiteiten.,Geopolitiek & militair,er zich in Nederland nog steeds personen bevinden die zich mogelijk bezighouden met uit jihadisme voortkomende terroristische activiteiten.,7,Jihadistische Dreiging
open_overheid,89,De Nederlandse jihadistische beweging vormt een geweldsdreiging.,Geopolitiek & militair,Van jihadisten in Nederland gaat een geweldsdreiging uit.,7,Jihadistische Dreiging
open_overheid,89,De jihadistische beweging in Nederland is in een heroriëntatiefase.,Geopolitiek & militair,De Nederlandse jihadistische beweging bevindt zich in een heroriëntatiefase.,7,Jihadistische Dreiging
open_overheid,89,Er is een groeiende onderlinge verbondenheid binnen de jihadistische beweging.,Geopolitiek & militair,De onderlinge verbondenheid is groot en er zijn contacten met jihadisten in andere landen.,7,Jihadistische Dreiging
open_overheid,89,Er zijn jihadisten die zich bezighouden met aanslagplanning binnen Nederland.,Geopolitiek & militair,Er zijn aanhangers van deze beweging die zich bezighouden met aanslagplanning binnen Nederland.,7,Jihadistische Dreiging
open_overheid,89,Er is een wraaknarratief dat kan worden geëxploiteerd door jihadisten.,Geopolitiek & militair,Mogelijk zijn Nederlandse jihadisten bevattelijk voor een ‘wraaknarratief’ waarbij de schuld van de val van het ‘kalifaat’ gelegd wordt bij het Westen.,7,Jihadistische Dreiging
open_overheid,89,De verspreiding van de jihadistische boodschap vindt plaats via activistische en educatieve activiteiten.,Geopolitiek & militair,"gaat er ook een dreiging uit van het verspreiden van de jihadistische boodschap (da’wa), door ontplooiing van activistische en educatieve activiteiten.",7,Jihadistische Dreiging
open_overheid,89,Er zijn vormen van vermenging van activiteiten tussen jihadisten en andere salafisten.,Geopolitiek & militair,Er zijn tussen jihadisten en andere salafisten vormen van vermenging van activiteiten.,7,Jihadistische Dreiging
open_overheid,89,Er zijn online organisaties die jihadistische platforms steunen.,Geopolitiek & militair,organisaties die geld inzamelen voor moslims in landen als Syrië of Somalië.,7,Jihadistische Dreiging
open_overheid,89,Er zijn nog steeds enkele duizenden sympathisanten van het jihadisme in Nederland.,Geopolitiek & militair,"enkele duizenden sympathisanten van het jihadisme, vooral van ISIS.",7,Jihadistische Dreiging
open_overheid,89,Jihadisten die volharden in hun ideeën zullen vrijkomen uit detentie.,Geopolitiek & militair,"jihadisten van wie bekend is dat zij volharden in hun jihadistische ideeën, vrijkomen uit detentie.",7,Jihadistische Dreiging
open_overheid,89,De terugkeer van jihadisten naar Nederland kan de dynamiek binnen de jihadistische beweging beïnvloeden.,Geopolitiek & militair,de terugkeer van enkelen van hen binnen de Nederlandse jihadistische beweging tot een nieuwe dynamiek leiden.,7,Jihadistische Dreiging
open_overheid,89,Jihadisten in Nederland onderhouden contacten met het buitenland.,Geopolitiek & militair,Jihadisten in Nederland onderhouden al langer contacten met het buitenland.,7,Jihadistische Dreiging
open_overheid,89,Er bestaat een voortdurende dreiging van jihadistische netwerkstructuren in Europa.,Geopolitiek & militair,In algemene zin bestaan er in Europa al jarenlang jihadistische netwerkstructuren waarvan een voortdurende dreiging uitgaat.,7,Jihadistische Dreiging
open_overheid,89,Transnationale Al Qa’ida- en ISIS-netwerken kunnen aanslagen in Europa voorbereiden.,Geopolitiek & militair,"Deze netwerken kunnen worden geactiveerd bij het voorbereiden, faciliteren en uitvoeren van aanslagen in Europa.",7,Jihadistische Dreiging
open_overheid,89,Er zijn plannen voor aanslagen in Nederland en België.,Geopolitiek & militair,De mannen zouden plannen hebben voor het plegen van een aanslag in Parijs.,7,Jihadistische Dreiging
open_overheid,89,Jihadisten kunnen na detentie een nieuwe impuls geven aan jihadistische netwerken in Nederland.,Geopolitiek & militair,"Als zij na eventuele vervolging en detentie weer vrijkomen, kunnen zij, zoals hiervoor al werd opgemerkt, een nieuwe impuls geven aan jihadistische netwerken in Nederland.",7,Jihadistische Dreiging
open_overheid,89,Er is een dreiging van uitgereisde vrouwen en hun kinderen die terugkeren naar Nederland.,Geopolitiek & militair,Zowel van de moeders als van minderjarigen kan een dreiging uitgaan indien zij terugkeren.,7,Jihadistische Dreiging
open_overheid,89,ISIS heeft kinderen opgeleid om aanslagen in Europa te plegen.,Geopolitiek & militair,Onlangs heeft een in Frankrijk opgepakte terugkeerder verklaard dat ISIS kinderen heeft opgeleid om aanslagen in Europa te plegen.,7,Jihadistische Dreiging
open_overheid,89,Er zijn personen in Nederland aangehouden voor de financiering van terrorisme.,Geopolitiek & militair,In Nederland zijn enkele personen aangehouden in verband met financiering van terrorisme.,7,Jihadistische Dreiging
open_overheid,89,Financiering van jihadisten vanuit Nederland.,Geopolitiek & militair,"""twee broers uit Utrecht en een vrouw uit Alphen aan den Rijn, op verdenking van financiering van een aantal uitgereisde (ex-)familieleden.""",7,Jihadistische Dreiging
open_overheid,89,Aanslagen geïnspireerd door ISIS in Europa.,Geopolitiek & militair,"""deze aanslag was geïnspireerd door ISIS.""",7,Jihadistische Dreiging
open_overheid,89,Radicalisering van gewone criminelen in gevangenissen.,Geopolitiek & militair,"""gevangenissen een plek kunnen zijn waar gewone criminelen kunnen radicaliseren.""",7,Jihadistische Dreiging
open_overheid,89,Aanslagen op westerlingen buiten Europa.,Geopolitiek & militair,"""vier westerse fietsers in Tadzjikistan om het leven kwamen in een door ISIS opgeëiste aanslag.""",7,Jihadistische Dreiging
open_overheid,89,Dreiging van Al Qa’ida tegen het Westen.,Geopolitiek & militair,"""Er blijft van kern-al Qa’ida een dreiging uitgaan tegen het Westen.""",7,Jihadistische Dreiging
open_overheid,89,Voortzetting van de jihadstrijd door ISIS in Irak en Syrië.,Geopolitiek & militair,"""ISIS in zowel Irak als Syrië de jihadstrijd voortzet, maar dan in de vorm van een insurgency.""",7,Jihadistische Dreiging
open_overheid,89,Politieke en economische marginalisering van soennieten in Irak en Syrië.,Sociaal & Maatschappelijk,"""de politieke en economische marginalisering van soennieten in Irak en Syrië, geenszins weggenomen.""",45,Polarisatie
open_overheid,89,Faciliteringsnetwerken van ISIS en Al Qa’ida in Turkije.,Geopolitiek & militair,"""onderhouden, ondanks regelmatig ingrijpen van de Turkse overheid, nog steeds (faciliterings)netwerken in Turkije.""",7,Jihadistische Dreiging
open_overheid,89,Groei van het salafisme in Nederland.,Sociaal & Maatschappelijk,"""een groei en groeiende invloed van het salafisme in Nederland geconstateerd.""",7,Jihadistische Dreiging
open_overheid,89,Actieve onverdraagzaamheid binnen het salafisme.,Sociaal & Maatschappelijk,"""dat daarmee actieve onverdraagzaamheid (die polarisatie aanwakkert of versterkt)""",7,Jihadistische Dreiging
open_overheid,89,Legitimeren van terroristisch geweld door salafisten.,Geopolitiek & militair,"""personen die op basis van hun geloofsleer terroristisch geweld kunnen legitimeren en propageren.""",7,Jihadistische Dreiging
open_overheid,89,Maatschappelijke vervreemding van groepen en individuen.,Sociaal & Maatschappelijk,"De religieuze boodschap die zij uitdragen, kan leiden tot maatschappelijke vervreemding van groepen en individuen.",22,Sociale Cohesie
open_overheid,89,Openlijk verzet tegen overheid en samenleving.,Sociaal & Maatschappelijk,"De religieuze boodschap die zij uitdragen, kan leiden tot openlijk verzet tegen overheid en samenleving.",20,Vertrouwensoverheid
open_overheid,89,Radicalisering richting gewelddadig handelen.,Sociaal & Maatschappelijk,"Dit remt de integratie, draagt bij aan maatschappelijke polarisatie en kan een voedingsbodem zijn voor radicalisering, mogelijk ook richting gewelddadig handelen.",7,Jihadistische Dreiging
open_overheid,89,Intimidatie door extreemrechtse groeperingen.,Sociaal & Maatschappelijk,Nederlandse extreemrechtse groeperingen zijn vooral actief met intimiderende en radicale acties.,7,Jihadistische Dreiging
open_overheid,89,Confrontatiegeweld met extreemlinkse tegendemonstranten.,Sociaal & Maatschappelijk,Hiermee neemt de kans op confrontatiegeweld met extreemlinkse tegendemonstranten toe.,7,Jihadistische Dreiging
open_overheid,89,Intimidatie en vernieling door protest tegen windmolens.,Sociaal & Maatschappelijk,"Bedreiging, intimidatie en vernieling worden hierbij toegepast.",7,Jihadistische Dreiging
open_overheid,89,Spanningen tussen Koerden en Turken in de diaspora.,Sociaal & Maatschappelijk,De spanningen tussen Koerden en Turken in de regio zorgden voor spanningen in de diaspora in Europa.,45,Polarisatie
open_overheid,89,Repressie van Gülenisten door de Turkse overheid.,Geopolitiek & militair,Dit kan zorgen onder Gülenaanhangers in de diaspora – dus ook in Nederland – versterken.,45,Polarisatie
open_overheid,89,Verdeeldheid binnen de moslimgemeenschap in Nederland.,Sociaal & Maatschappelijk,"Wel is er sprake van verdeeldheid tussen moslims die gematigd reageren en anderen met veel radicalere opvattingen, met name jihadisten.",45,Polarisatie
open_overheid,89,Uitsluiting en kwetsbaarheid onder Nederlanders met een moslimachtergrond.,Sociaal & Maatschappelijk,Dergelijke reacties kunnen eveneens leiden tot gevoelens van uitsluiting en kwetsbaarheid onder Nederlanders met een moslimachtergrond.,28,Beleidsveronderstellingen
open_overheid,94,"De kans op een terroristische aanslag in Nederland is gering, maar niet uitgesloten.",Geopolitiek & militair,"""De kans op een terroristische aanslag gering is, maar niet is uit te sluiten.""",7,Jihadistische Dreiging
open_overheid,96,"De kans op een terroristische aanslag in Nederland is gering, maar niet uitgesloten.",Geopolitiek & militair,"De kans op een terroristische aanslag momenteel gering is, maar niet is uit te sluiten.",7,Jihadistische Dreiging
open_overheid,97,Het dreigingsniveau blijft staan op ‘beperkt’.,Sociaal & Maatschappelijk,Het dreigingsniveau blijft staan op ‘beperkt’.,7,Jihadistische Dreiging
open_overheid,97,De formele rapportageperiode van DTN28 loopt van 20 september 2011 tot en met 31 december 2011.,Sociaal & Maatschappelijk,De formele rapportageperiode van DTN28 loopt van 20 september 2011 tot en met 31 december 2011.,9,Buitenlandse Risico's
open_overheid,97,Relevante recente ontwikkelingen tot en met 6 maart 2012 zijn echter eveneens in de analyse verwerkt.,Sociaal & Maatschappelijk,Relevante recente ontwikkelingen tot en met 6 maart 2012 zijn echter eveneens in de analyse verwerkt.,42,Beperkingen
open_overheid,97,Het DTN wordt vier keer per jaar opgesteld door de Nationaal Coördinator Terrorismebestrijding en Veiligheid.,Sociaal & Maatschappelijk,Het DTN wordt vier keer per jaar opgesteld door de Nationaal Coördinator Terrorismebestrijding en Veiligheid.,9,Buitenlandse Risico's
open_overheid,97,Het DTN is in eerste instantie bedoeld voor de Raad voor de Inlichtingen- en Veiligheidsdiensten.,Sociaal & Maatschappelijk,Het DTN is in eerste instantie bedoeld voor de Raad voor de Inlichtingen- en Veiligheidsdiensten.,9,Buitenlandse Risico's
open_overheid,97,Het DTN wordt ook besproken met de Commissie voor de Inlichtingen- en Veiligheidsdiensten van uw Kamer.,Sociaal & Maatschappelijk,Het DTN wordt ook besproken met de Commissie voor de Inlichtingen- en Veiligheidsdiensten van uw Kamer.,9,Buitenlandse Risico's
open_overheid,98,De intentie van Hezbollah om het Westen aan te vallen.,Geopolitiek & militair,Hezbollah de intentie heeft om het Westen aan te vallen,36,Conflict
open_overheid,98,Een verhoogd dreigingsrisico voor Nederland als gastland voor het Special Tribunal for Lebanon.,Geopolitiek & militair,verhoogd dreigingsrisico voor Nederland als gastland voor het Special Tribunal for Lebanon,7,Jihadistische Dreiging
open_overheid,98,De aanhoudende berichten rondom de bewapening van Hezbollah.,Geopolitiek & militair,deze aanhoudende berichten rondom de bewapening van Hezbollah zijn wel zorgelijk,36,Conflict
open_overheid,98,De precare veiligheidssituatie van Libanon.,Geopolitiek & militair,De veiligheidssituatie van Libanon blijft precair,36,Conflict
open_overheid,98,De internationale gemeenschap moet aandacht besteden aan de situatie in Libanon.,Geopolitiek & militair,De internationale gemeenschap besteedt veel aandacht aan deze kwestie,36,Conflict
open_overheid,99,"De kans op een aanslag tegen Nederland is relatief gering, maar niet geheel uitgesloten.",Geopolitiek & militair,"Dit betekent dat de kans op een aanslag tegen Nederland relatief gering is, maar ook niet geheel is uit te sluiten.",7,Jihadistische Dreiging
open_overheid,99,De kans op een aanslag tegen Nederlandse belangen is groter in enkele landen en regio’s waar aan al Qa’ida gerelateerde groeperingen opereren.,Geopolitiek & militair,de kans op een aanslag tegen Nederlandse belangen wel groter is in enkele landen en regio’s waar aan al Qa’ida gerelateerde groeperingen opereren.,7,Jihadistische Dreiging
open_overheid,99,Er is een aanzienlijke internationale dreiging van terroristische acties.,Geopolitiek & militair,Naast een aanzienlijke internationale dreiging staat een vrij beperkte dreiging die uitgaat van binnenlandse terroristische netwerken.,7,Jihadistische Dreiging
open_overheid,99,Er is een beperkte dreiging van binnenlandse terroristische netwerken.,Geopolitiek & militair,een vrij beperkte dreiging die uitgaat van binnenlandse terroristische netwerken.,7,Jihadistische Dreiging
open_overheid,99,De jihadistische groepering al Shabaab in Somalië toont internationale ambities.,Geopolitiek & militair,de jihadistische groepering al Shabaab in Somalië bijvoorbeeld toont in ieder geval internationale ambities.,7,Jihadistische Dreiging
open_overheid,99,De jihadistische aantrekkingskracht van conflictgebieden in en rondom Afghanistan.,Geopolitiek & militair,Hetzelfde geldt ook voor de jihadistische aantrekkingskracht die uitgaat van de conflictgebieden in en rondom Afghanistan.,7,Jihadistische Dreiging
open_overheid,99,De aanwezigheid van buitenlandse personen/objecten kan leiden tot een verhoogd risico op aanslagen.,Geopolitiek & militair,Dit risico speelt vooral wanneer een land buitenlandse personen/objecten herbergt die sterk passen in het vijandsbeeld van terroristen.,7,Jihadistische Dreiging
open_overheid,99,De verijdelde aanslag tegen de tekenaar van de omstreden Deense spotprenten toont de vasthoudendheid van jihadisten.,Geopolitiek & militair,de verijdelde aanslag tegen de tekenaar van de omstreden Deense spotprenten de opmerkelijke vasthoudendheid van jihadisten.,7,Jihadistische Dreiging
open_overheid,99,Er is een toename van home grown-terrorisme van Amerikaanse bodem.,Geopolitiek & militair,"Na de neergang van terrorisme van eigen bodem in Nederland, is er inmiddels sprake van een toename van home grown-terrorisme van Amerikaanse bodem.",7,Jihadistische Dreiging
open_overheid,99,De betrokkenheid van Amerikanen bij de jihad is toegenomen.,Geopolitiek & militair,Betrokkenheid van Amerikanen bij de jihad is op zich niet nieuw.,7,Jihadistische Dreiging
open_overheid,99,Incidenten rondom potentiële jihadisten.,Geopolitiek & militair,Tegelijkertijd is er de laatste tijd sprake geweest van een reeks – van elkaar losstaande - incidenten rondom potentiële jihadisten.,7,Jihadistische Dreiging
open_overheid,99,Indirecte dreiging vanuit al Qa’ida gelieerde jihadistische netwerken.,Geopolitiek & militair,De dreiging tegen Nederland vanuit aan al Qa’ida gelieerde jihadistische netwerken is de dreiging eerder indirect.,7,Jihadistische Dreiging
open_overheid,99,Radicaal islamitisch discours op het Nederlandstalige internet.,Technologisch & digitaal,"Het jihadistische vertaalbureau ‘At-Tibyan Nederland’ had tussen september 2009 en februari 2010 een nieuwe, in de Verenigde Staten geregistreerde website voor een bepaalde periode online.",7,Jihadistische Dreiging
open_overheid,99,Actieve verspreiding van jihadistische geschriften op het internet.,Technologisch & digitaal,"De onlinepopulariteit van al-Awlaki op islamitische jongerenfora markeert de actieve verspreiding van niet-Arabischtalige, veelal Engelstalige, jihadistische geschriften of preken op het internet.",7,Jihadistische Dreiging
open_overheid,99,Polarisatie in het islamdebat in Nederland.,Sociaal & Maatschappelijk,Het islamdebat in Nederland blijft gepolariseerd en zou in de komende maanden in aanloop naar nationale verkiezingen in ieder geval in de perceptie van jihadisten kunnen worden uitvergroot.,45,Polarisatie
open_overheid,99,Risico op politiek gemotiveerd geweld.,Geopolitiek & militair,Bestaat er een zeker risico dat Nederland in de komende maanden geconfronteerd zal worden met politiek gemotiveerd geweld.,7,Jihadistische Dreiging
open_overheid,99,Radicaliserende eenlingen van uiteenlopende signatuur.,Geopolitiek & militair,Ook rekening gehouden worden met radicaliserende eenlingen van uiteenlopende signatuur.,7,Jihadistische Dreiging
open_overheid,99,Kwetsbaarheden in de keten van terrorismebestrijding.,Geopolitiek & militair,Op internationaal niveau liet het incident ‘Detroit’ kwetsbaarheden zien in de complexe keten van terrorismebestrijding.,9,Buitenlandse Risico's
open_overheid,99,Geen garantie op veiligheid in moderne samenlevingen.,Sociaal & Maatschappelijk,Er bestaat geen garantie op veiligheid.,20,Vertrouwensoverheid
open_overheid,100,De terroristische dreiging van rechts-terrorisme is substantieel.,Geopolitiek & militair,Dreigingsniveau verhoogd naar 4 (substantieel) Rechts-terrorisme.,7,Jihadistische Dreiging
open_overheid,100,De kans op een aanslag tegen Nederland is reëel.,Geopolitiek & militair,De kans op een aanslag is reëel.,7,Jihadistische Dreiging
open_overheid,100,De mogelijkheid bestaat dat een minderjarige of jongvolwassene geweld gaat gebruiken.,Geopolitiek & militair,De mogelijkheid blijft bestaan dat een minderjarige of jongvolwassene geweld gaat gebruiken.,7,Jihadistische Dreiging
open_overheid,100,De dreiging vanuit het jihadisme is toegenomen.,Geopolitiek & militair,de dreiging vanuit het jihadisme toegenomen.,7,Jihadistische Dreiging
